Interactor 1,Interactor 2,is_directed,BIOGRID,pathway,complex,Confidence
HDAC1,ING1,0.0,True,True,True,0.89
HDAC1,FOXK2,0.0,True,False,True,0.87
HDAC1,KLF1,-1.0,True,False,False,0.66
HDAC1,MYOD1,-1.0,True,True,True,0.89
HDAC1,CHD4,0.0,True,True,True,0.9
HDAC1,CHD3,0.0,True,True,True,0.89
HDAC1,GLI1,1.0,True,True,False,0.73
HDAC1,RCOR1,0.0,True,True,True,0.9
HDAC1,RBBP4,0.0,True,True,True,0.97
HDAC1,SPI1,0.0,True,True,True,0.89
HDAC1,SP3,0.0,True,True,True,0.85
HDAC1,E2F1,-1.0,True,True,True,0.88
HDAC1,PHB2,0.0,True,False,True,0.87
HDAC1,RBL2,0.0,True,True,True,0.95
HDAC1,DAXX,0.0,True,True,True,0.97
HDAC1,RELA,-1.0,True,True,True,0.998
HDAC1,NFKB1,0.0,True,True,True,0.97
HDAC1,PML,0.0,True,True,True,0.9
HDAC1,NR0B2,0.0,True,True,True,0.85
HDAC1,MTA1,0.0,True,True,True,0.9
HDAC1,RCOR3,0.0,True,False,True,0.87
HDAC1,MBD2,0.0,True,True,True,0.9
HDAC1,TOP2A,0.0,True,True,True,0.89
HDAC1,BRCA1,0.0,True,True,True,0.89
HDAC1,TP53,-1.0,True,True,True,0.999
HDAC1,MDM2,0.0,True,True,True,0.9
HDAC1,RBL1,0.0,True,True,True,0.96
HDAC1,NCOR2,0.0,True,True,True,0.89
HDAC1,HDAC2,0.0,True,True,True,0.97
HDAC1,MTA3,0.0,True,True,True,0.89
HDAC1,GSE1,0.0,True,False,True,0.87
HDAC1,SNAI2,-1.0,True,True,False,0.74
HDAC1,SMAD3,-1.0,True,True,True,0.78
HDAC1,CDKN1A,1.0,True,True,True,0.897
HDAC1,TFDP1,0.0,True,True,True,0.87
HDAC1,CTBP1,1.0,True,True,True,0.9
HDAC1,ZMYM2,0.0,True,False,True,0.87
HDAC8,TP53,-1.0,False,True,False,0.822
SRC,FOS,1.0,False,True,True,1.0
SRC,GAB1,1.0,True,True,True,0.75
SRC,ARF6,1.0,True,True,False,0.63
SRC,RAC1,1.0,True,True,True,0.63
SRC,NCK1,1.0,False,True,True,1.0
SRC,BTK,1.0,False,True,True,1.0
SRC,HSP90AB1,1.0,True,True,True,0.993
SRC,CDC42,1.0,False,True,True,1.0
SRC,HNF4A,-1.0,False,True,True,0.49
SRC,RAC2,1.0,False,True,False,1.0
SRC,MAPK3,1.0,True,True,True,0.49
SRC,NCK2,1.0,False,True,False,1.0
SRC,EGF,1.0,False,True,False,1.0
SRC,NUMB,1.0,False,True,True,1.0
SRC,FRS2,-1.0,False,True,False,0.52
SRC,TLN1,1.0,True,True,True,0.63
SRC,PIK3R3,1.0,True,True,False,0.949
SRC,NFKB1,1.0,False,True,True,1.0
SRC,FGFR2,-1.0,True,True,True,0.63
SRC,KHDRBS1,1.0,True,True,True,0.999
SRC,PAK4,1.0,False,True,False,1.0
SRC,SDC2,-1.0,True,True,True,0.63
SRC,EPHB1,1.0,False,True,False,1.0
SRC,EPHA1,-1.0,False,True,True,1.0
SRC,PIK3R2,1.0,False,True,False,0.955
SRC,CASP8,-1.0,True,True,True,0.78
SRC,NGEF,1.0,False,True,False,1.0
SRC,PLCG2,1.0,False,True,True,1.0
SRC,VAV2,1.0,False,True,True,1.0
EIF3I,EIF3H,0.0,True,True,True,0.96
LHX2,MSX1,-1.0,True,True,False,0.82
RBL1,CCNE1,1.0,True,True,True,0.83
RBL1,MCM7,0.0,True,True,True,0.85
RBL1,E2F4,1.0,True,True,True,0.9
RBL1,E2F1,-1.0,True,True,True,0.9
RBL1,MYC,-1.0,True,True,True,0.73
RBL1,CDK2,0.0,True,True,True,0.96
RBL1,CCNA2,0.0,True,True,True,0.89
PPIL1,SNW1,0.0,True,True,True,0.9
PEF1,CUL3,0.0,True,False,True,0.84
PEF1,PDCD6,0.0,True,False,True,0.9
OGT,TET1,1.0,True,True,False,0.995
GSN,AR,1.0,True,True,True,0.912
SRPK1,U2AF2,0.0,True,True,True,0.86
SRPK1,SRSF6,0.0,True,True,True,0.85
SRPK1,SRSF1,1.0,True,True,True,0.89
SRPK1,RNPS1,0.0,True,True,True,0.9
SRPK1,SRSF3,0.0,True,True,True,0.85
SRPK1,SRSF2,0.0,True,True,True,0.87
SRPK1,SRSF7,0.0,True,True,True,0.87
RCC1,NUP98,1.0,False,True,True,0.52
RCC1,RAN,1.0,True,True,True,0.97
RAB14,RUFY1,1.0,True,True,False,0.68
MED18,MED12,0.0,True,False,True,0.9
MED18,CDK19,0.0,True,False,True,0.88
MED18,MED23,0.0,True,False,True,0.89
MED18,MED14,0.0,True,False,True,0.87
MED18,MED15,0.0,True,False,True,0.87
MED18,MED31,0.0,True,False,True,0.84
MED18,MED16,0.0,True,False,True,0.87
MED18,MED17,0.0,True,False,True,0.9
MED18,CDK8,0.0,True,False,True,0.89
PTAFR,ARRB2,0.0,True,True,True,0.84
TRAF1,RIPK1,0.0,True,True,False,0.89
TRAF1,BIRC2,0.0,True,True,False,0.9
TRAF1,TANK,0.0,True,True,False,0.9
TRAF1,BIRC3,0.0,True,True,False,0.9
TRAF1,CFLAR,0.0,True,True,False,0.88
RPA2,NBN,1.0,True,True,True,0.63
RPA2,RPA1,0.0,True,True,True,0.96
STX12,VAMP4,0.0,True,True,True,0.9
STX12,STX4,0.0,True,True,True,0.89
STX12,STX6,0.0,True,True,True,0.9
STX12,YKT6,0.0,True,True,False,0.89
STX12,GOSR1,0.0,True,True,False,0.89
STX12,STX7,0.0,True,True,True,0.87
ZWINT,PMF1,0.0,True,False,True,0.87
ZWINT,ZW10,0.0,True,False,True,0.87
ZWINT,NSL1,0.0,True,False,True,0.87
ZNF76,TBP,-1.0,True,True,False,0.83
DES,VIM,1.0,True,True,False,0.959
DKK1,KREMEN1,1.0,False,True,True,0.999
DKK1,LRP5,-1.0,True,True,True,0.85
DKK1,CTNNB1,1.0,False,True,True,0.925
DKK1,LRP6,1.0,True,True,True,0.9
TLR4,TICAM2,1.0,True,True,True,0.999
FGR,NGEF,1.0,False,True,False,1.0
FGR,VAV2,1.0,False,True,False,1.0
FGR,EPHA1,-1.0,False,True,False,1.0
FGR,EPHB1,1.0,False,True,False,1.0
FGR,CBL,1.0,True,True,False,0.83
FGR,DOCK2,1.0,False,True,False,1.0
FGR,EPHB2,1.0,False,True,False,1.0
FGR,EGFR,1.0,True,True,False,0.89
FGR,DAPP1,1.0,False,True,False,1.0
FGR,EGF,1.0,False,True,False,1.0
FGR,SHC2,1.0,False,True,False,1.0
FGR,EPHA3,-1.0,False,True,False,1.0
FGR,BCAR1,1.0,False,True,False,1.0
FGR,LYN,0.0,True,True,False,0.88
PHF20,WDR5,0.0,True,True,True,0.87
MED12,ESR1,0.0,True,True,True,0.9
MED12,CDK19,0.0,True,False,True,0.9
MED12,MED23,0.0,True,False,True,0.89
MED12,MED30,0.0,True,True,True,0.89
MED12,CDK8,0.0,True,True,True,0.9
NFS1,LYRM4,0.0,True,False,True,0.96
RGS3,GNA11,0.0,True,True,False,0.85
RGS3,GNAI1,-1.0,False,True,False,1.0
IL2RG,IRS1,1.0,False,True,True,1.0
IL2RG,SOCS3,1.0,False,True,True,1.0
IL2RG,IL2RB,-1.0,True,True,True,0.88
IL2RG,TYK2,1.0,False,True,True,1.0
CDC26,ANAPC2,1.0,True,True,True,0.999
CDC26,ANAPC10,1.0,True,True,True,0.999
CDC26,FZR1,1.0,True,True,False,0.999
CDC26,CDC27,1.0,True,True,True,0.89
CDC26,UBE2C,1.0,False,True,False,0.56
CDC26,PTTG1,1.0,False,True,True,0.52
CDC26,CDC23,1.0,True,True,True,0.87
CDC26,ANAPC5,1.0,True,True,True,0.998
CDC26,ANAPC4,1.0,True,True,True,0.998
CDC26,ANAPC1,1.0,True,True,True,0.998
CDC26,CDC16,1.0,True,True,True,0.9
FOXO4,MDM2,0.0,True,True,True,0.88
ITPR3,TRPC3,0.0,True,True,True,0.89
DLG3,ERBB4,0.0,True,True,False,0.84
DLG3,DLG1,0.0,True,True,False,0.92
LPAR1,GNAI3,1.0,False,True,False,0.52
BAK1,BAX,1.0,True,True,True,0.981
PHF1,SUZ12,1.0,True,False,False,0.87
TXN,PTPN1,1.0,False,True,False,0.958
IGBP1,TIPRL,0.0,True,True,False,0.93
PTPN3,VCP,-1.0,True,False,False,0.754
DAXX,AIRE,-1.0,True,True,True,0.77
DAXX,SMAD4,-1.0,True,True,True,0.72
RPL11,MDM2,-1.0,True,True,True,0.999
EPHB2,HCK,1.0,False,True,False,1.0
EPHB2,MAP4K4,1.0,False,True,False,0.906
EPHB2,SYNJ1,1.0,False,True,False,0.52
EPHB2,RRAS,-1.0,False,True,False,0.52
EPHB2,ABL1,1.0,True,True,False,0.79
EPHB2,PIK3R1,1.0,False,True,False,0.911
EPHB2,ITSN1,1.0,True,False,False,0.73
EPHB2,RASA1,1.0,True,True,False,0.88
EPHB2,SRC,1.0,True,True,False,0.96
EPHB2,SDC2,1.0,False,True,False,0.59
EPHB2,FGR,1.0,False,True,False,1.0
EPHB2,LCK,1.0,False,True,False,1.0
RING1,PCGF5,0.0,True,True,True,0.89
RING1,E2F6,0.0,True,False,True,0.96
RING1,PHC1,0.0,True,False,True,0.89
RING1,BMI1,0.0,True,True,True,0.9
RING1,PHC2,0.0,True,False,True,0.94
RING1,PCGF6,0.0,True,True,True,0.89
RING1,YAF2,0.0,True,False,True,0.89
RING1,PCGF1,0.0,True,True,True,0.9
RING1,PCGF2,0.0,True,True,True,0.9
RING1,E2F1,0.0,True,True,True,0.86
RING1,KDM2B,0.0,True,True,True,0.88
RING1,PCGF3,0.0,True,True,True,0.89
KLF4,SP1,0.0,True,True,False,0.89
KLF4,EP300,0.0,True,True,False,0.86
RXRB,PPARA,1.0,True,True,True,0.63
RXRB,NR1H2,1.0,True,True,False,0.89
RXRB,PPARD,1.0,True,True,False,0.82
RXRB,RARA,1.0,True,True,True,0.88
RXRB,NRIP1,1.0,True,True,True,0.89
RXRB,RARG,1.0,True,True,False,0.87
RXRB,RARB,1.0,True,True,False,0.85
RXRB,NR1H4,0.0,True,True,False,0.87
RXRB,PPARG,1.0,True,True,True,0.88
RXRB,NR4A2,1.0,True,True,False,0.78
RXRB,VDR,1.0,True,True,True,0.73
AR,NCOA2,1.0,True,True,True,0.999
AR,JUN,1.0,True,True,True,0.962
AR,KLK3,1.0,False,True,True,0.998
FZD8,DVL3,1.0,True,True,False,0.63
CCNY,CDK14,1.0,True,False,False,0.87
ABCA1,APOA1,1.0,True,True,False,0.89
PARD3,TIAM1,-1.0,False,True,True,0.92
NCOA6,TGS1,0.0,True,True,False,0.89
NCOA6,HNF4A,0.0,True,True,True,0.85
NCOA6,NCOA1,0.0,True,True,True,0.85
TP53INP2,GABARAPL2,1.0,True,True,False,0.932
LAS1L,PELP1,0.0,True,False,True,0.87
ALDOB,ALDOA,0.0,True,True,False,0.91
TEX10,PELP1,0.0,True,False,True,0.88
TEX10,NOL9,0.0,True,False,True,0.87
TEX10,SENP3,0.0,True,False,True,0.88
TEX10,WDR18,0.0,True,False,True,0.87
TGFBR1,SMAD2,1.0,True,True,True,0.999
PINK1,MFN2,1.0,False,True,False,0.63
XPA,ERCC2,1.0,True,True,True,0.63
XPA,XPC,1.0,True,True,True,0.85
FGD1,CDC42,1.0,True,True,False,0.88
NCBP1,PHAX,0.0,True,True,True,0.87
UBR4,KCMF1,0.0,True,False,True,0.87
TFDP1,MYC,1.0,True,True,True,0.73
TFDP1,E2F6,0.0,True,False,True,0.9
TFDP1,E2F2,1.0,True,True,False,0.94
TFDP1,MAX,0.0,True,True,True,0.85
TFDP1,CCNA2,1.0,True,True,True,0.63
TFDP1,PCGF6,0.0,True,True,True,0.87
TFDP1,YAF2,0.0,True,False,True,0.87
TFDP1,CDK1,1.0,True,True,True,0.52
TFDP1,E2F4,0.0,True,True,True,0.9
TFDP1,E2F1,1.0,True,True,True,0.97
TFDP1,HDAC1,0.0,True,True,True,0.87
TFDP1,E2F5,0.0,True,True,True,0.9
TFDP1,RBBP4,-1.0,True,True,True,0.63
PAX7,KMT2D,1.0,True,True,False,0.922
NELFE,NCBP2,0.0,True,True,True,0.84
NELFE,NELFA,0.0,True,True,True,0.9
NELFE,NELFB,0.0,True,True,True,0.9
CUL4A,ERCC8,0.0,True,True,True,0.88
CUL4A,WDTC1,0.0,True,False,True,0.88
CUL4A,DDB1,0.0,True,True,True,0.9
CUL4A,DET1,0.0,True,True,True,0.88
CUL4A,RBX1,0.0,True,True,True,0.9
CUL4A,CRBN,0.0,True,False,True,0.89
FGD3,CDC42,1.0,True,True,False,0.8
EHMT2,EHMT1,0.0,True,True,True,0.89
BAMBI,DVL2,1.0,False,True,False,0.63
BAMBI,FZD5,1.0,False,True,False,0.63
F7,F3,1.0,True,True,True,0.999
CENPP,CENPO,0.0,True,False,True,0.87
LSM2,LSM1,0.0,True,True,True,1.0
LSM2,LSM6,0.0,True,True,True,0.99
LSM2,LSM5,0.0,True,True,True,0.98
LSM2,SART3,0.0,True,False,True,0.89
LSM2,LSM4,0.0,True,True,True,0.99
LSM2,LSM7,0.0,True,True,True,0.99
LSM2,PRPF3,0.0,True,True,True,0.87
ASXL1,FOXK1,0.0,True,False,True,0.87
ASXL1,FOXK2,0.0,True,False,True,0.87
MSH5,MSH4,0.0,True,True,True,0.97
ROR2,DVL1,1.0,False,True,False,0.965
ROR2,RAC1,1.0,True,True,False,0.63
KIF3B,RAB4A,0.0,True,True,True,0.85
ARHGEF7,PAK1,1.0,True,True,True,0.999
ARHGEF7,RAC1,1.0,True,True,True,0.993
ARHGEF7,LRRK2,1.0,True,True,True,0.981
ARHGEF7,CBL,-1.0,True,True,True,0.998
SYK,JUN,-1.0,False,True,True,0.63
SYK,SRC,1.0,True,True,True,0.72
ING1,RBBP4,0.0,True,True,True,0.84
ING1,SAP30,0.0,True,True,True,0.9
ING1,SIN3A,0.0,True,True,True,0.84
ING1,RBBP7,0.0,True,True,True,0.88
ING1,HDAC2,0.0,True,True,True,0.88
CLIC1,CFTR,0.0,True,True,False,0.85
CKS2,CDK1,0.0,True,True,False,0.89
CKS2,CCNB2,0.0,True,True,False,0.92
CKS2,CCNA2,0.0,True,True,False,0.84
CKS2,CCNB1,0.0,True,True,False,0.92
CKS2,CDK2,0.0,True,True,False,0.97
S1PR3,GNAQ,1.0,False,True,True,0.52
S1PR3,GNA13,1.0,False,True,True,0.52
S1PR3,GNAI1,1.0,False,True,True,0.52
IRS2,GRB2,1.0,True,True,False,0.84
IRS2,SHC1,1.0,False,True,False,0.52
BAG6,SGTA,0.0,True,False,True,0.9
BAG6,NCR3,1.0,True,False,True,0.995
CCNB3,CDK2,0.0,True,True,False,0.93
CCNB3,PLK1,1.0,False,True,False,1.0
ID1,MYOD1,-1.0,True,True,False,0.88
FGF14,SCN8A,-1.0,True,True,False,0.85
ABI1,ABI2,0.0,True,True,False,0.87
ABI1,RAC1,1.0,True,True,True,0.63
FOXP3,FOXP2,0.0,True,True,False,0.94
FOXP3,FOXP1,0.0,True,True,False,0.94
HNRNPK,KHDRBS1,-1.0,True,True,True,0.996
PCCA,PCCB,0.0,True,True,True,0.9
FLOT1,CAV1,0.0,True,True,True,0.9
UBQLN1,PSEN1,1.0,True,True,True,0.946
MDC1,ATM,1.0,True,True,True,0.89
MDC1,BRCA1,-1.0,True,True,True,0.89
MDC1,RNF8,1.0,True,True,True,0.9
TLE1,TLE2,0.0,True,True,True,0.89
TLE1,SIX6,1.0,True,True,False,0.88
BMI1,RYBP,0.0,True,False,True,0.89
BMI1,CBX8,0.0,True,False,True,0.9
BMI1,PHC3,0.0,True,False,True,0.87
BMI1,EED,0.0,True,True,True,0.85
BMI1,CBX2,0.0,True,True,True,0.87
BMI1,RNF2,1.0,True,True,True,0.999
BMI1,PCGF2,0.0,True,True,True,0.87
BMI1,YAF2,0.0,True,False,True,0.89
BMI1,PHC2,0.0,True,False,True,0.97
BMI1,RING1,0.0,True,True,True,0.9
BMI1,E2F6,0.0,True,False,True,0.88
BMI1,PHC1,0.0,True,False,True,0.9
BMI1,CBX6,0.0,True,False,True,0.89
BMI1,CBX4,0.0,True,False,True,0.9
WAS,ACTR2,1.0,True,True,True,0.999
WAS,ARPC1B,1.0,False,True,True,0.984
WAS,ARPC3,1.0,True,True,True,0.998
WAS,ARPC4,1.0,True,True,True,0.994
ANXA1,FPR1,1.0,True,True,False,0.78
CORT,GHSR,1.0,False,True,False,0.52
UBD,UBA6,0.0,True,True,False,0.87
UBD,UBE2Z,0.0,True,True,False,0.89
KDM2B,PCGF1,0.0,True,True,True,0.89
KDM2B,CBX8,0.0,True,False,True,0.88
KDM2B,YAF2,0.0,True,False,True,0.94
KDM2B,RING1,0.0,True,True,True,0.88
KDM2B,SKP1,0.0,True,True,True,0.96
KDM2B,RNF2,1.0,True,True,True,0.998
SPRY2,GRB2,-1.0,True,True,False,0.999
SPRY2,CBL,-1.0,True,True,False,0.999
KLF9,SIN3A,1.0,True,True,False,0.87
SYVN1,HERPUD1,1.0,True,True,False,0.968
UIMC1,MDC1,0.0,True,True,True,0.89
UIMC1,BRCA1,1.0,True,True,True,0.9
UIMC1,SUMO2,0.0,True,True,False,0.88
UIMC1,BRCC3,0.0,True,True,True,0.89
FOXH1,SMAD2,1.0,True,True,True,0.97
FOXH1,SMAD3,0.0,True,True,True,0.96
AUP1,SYVN1,0.0,True,False,True,0.87
UCHL3,CLPB,0.0,True,True,False,0.87
UCHL3,NEDD8,0.0,True,True,False,0.9
HIF3A,ARNT,0.0,True,True,False,0.84
KLF5,EP300,0.0,True,True,False,0.89
KLF5,NFKB1,0.0,True,True,False,0.85
NOL9,TEX10,0.0,True,False,True,0.87
NOL9,WDR18,0.0,True,False,True,0.87
SNX5,SNX2,0.0,True,True,False,0.88
SNX5,SNX1,0.0,True,True,False,0.97
SNX5,FANCA,0.0,True,True,False,0.87
RTN3,RTN4,0.0,True,True,True,0.89
KDM6A,NCOA6,0.0,True,True,True,0.87
SUGT1,NOD1,1.0,True,True,False,0.95
VPS36,VPS25,0.0,True,True,True,0.9
VPS36,VPS28,0.0,True,True,True,0.86
NDP,LRP5,1.0,False,False,True,0.63
NPHP4,RPGR,0.0,True,True,True,0.88
NPHP4,NPHP1,0.0,True,True,True,0.9
TAF2,TBP,0.0,True,True,True,0.89
EXT1,EXT2,0.0,True,True,True,0.95
DCLRE1C,XRCC4,1.0,False,True,True,0.972
TP73,TP63,1.0,True,True,False,0.919
BCOR,PCGF1,0.0,True,True,True,0.9
BCOR,YAF2,0.0,True,False,True,0.87
BCOR,RING1,0.0,True,True,True,0.88
BCOR,PCGF3,0.0,True,True,True,0.87
BCOR,CBX8,0.0,True,False,True,0.89
BCOR,KDM2B,0.0,True,True,True,0.96
BCOR,BCL6,1.0,True,True,True,0.9
BCOR,RNF2,1.0,True,True,True,0.998
BCOR,SKP1,0.0,True,True,True,0.85
RPGR,NPHP1,0.0,True,True,True,0.85
RPGR,NPHP4,0.0,True,True,True,0.88
SKI,NCOR1,0.0,True,True,True,0.9
SKI,SIN3A,0.0,True,True,True,0.9
SKI,SKIL,0.0,True,True,True,0.9
SKI,SMAD5,-1.0,True,True,False,0.63
SKI,SMAD4,1.0,True,True,True,0.9
SKI,SMAD2,1.0,True,True,True,0.9
SKI,SMAD1,-1.0,True,True,True,0.89
SKI,SMAD3,1.0,True,True,True,0.9
PRKCZ,EGFR,-1.0,True,True,True,0.725
PRKCZ,GSK3B,-1.0,False,True,True,0.972
CCL7,CCR2,1.0,False,True,False,0.66
CCL7,CCR3,1.0,True,True,False,0.86
FANCG,BRCA2,0.0,True,True,True,0.88
FANCG,FANCF,1.0,True,True,True,0.9
FANCG,FANCE,0.0,True,True,True,0.9
FANCG,XRCC3,0.0,True,True,True,0.84
OPTN,WIPI2,0.0,True,True,False,0.84
RAD50,BLM,0.0,True,True,True,0.85
RAD50,NBN,0.0,True,True,True,0.97
RAD50,ATM,1.0,True,True,True,0.67
RAD50,MDC1,0.0,True,True,True,0.9
RAD50,BRCA1,1.0,True,True,True,0.9
RAD50,TERF2,0.0,True,True,True,0.9
RAD50,RINT1,1.0,True,False,True,0.89
BMP2,RGMB,0.0,True,True,False,0.89
MCM8,MCM9,0.0,True,True,True,0.85
DVL1,RAC1,1.0,False,True,True,0.59
DVL1,APC,-1.0,False,True,True,0.82
DVL1,SMAD3,1.0,True,True,True,0.84
DVL1,DVL2,0.0,True,True,True,0.89
DVL1,DVL3,0.0,True,True,False,0.95
TAB3,BECN1,0.0,True,True,True,0.88
TAB3,TRAF2,0.0,True,True,True,0.84
TAB3,MAP3K7,1.0,True,True,True,0.994
NR0B1,ESR1,1.0,False,True,False,0.52
NR0B1,ESR2,1.0,False,True,False,0.55
CNTFR,JAK2,1.0,False,True,True,1.0
PCNA,FANCM,0.0,True,True,True,0.86
PCNA,CDK6,-1.0,True,True,True,0.76
PCNA,CDK4,0.0,True,True,True,0.89
PCNA,CCND2,-1.0,True,True,True,0.63
PCNA,HLTF,0.0,True,True,False,0.95
GATA3,HDAC1,0.0,True,True,False,0.89
GATA3,TBX21,-1.0,True,True,False,0.83
GATA3,HDAC2,0.0,True,True,False,0.88
GATA3,TAL1,0.0,True,True,False,0.86
RGCC,CDK1,1.0,True,False,False,0.85
EDN1,EDNRB,1.0,False,True,False,0.82
EDN1,ECE1,1.0,False,True,False,0.66
EDN1,EDNRA,1.0,True,True,True,0.84
ISG15,JAK1,1.0,True,True,False,0.63
NAA16,NAA10,0.0,True,False,True,0.89
WBP4,SF3A1,0.0,True,False,True,0.84
WBP4,SF3A2,0.0,True,False,True,0.87
SNX2,SNX32,0.0,True,True,False,0.94
FOXO1,CCNB1,-1.0,False,True,True,0.8
FOXO1,PPARG,-1.0,False,True,True,0.65
FOXO1,PAX3,1.0,True,True,True,0.63
FOXO1,AR,-1.0,True,True,True,0.981
EIF1AX,EIF3A,1.0,False,True,True,0.999
TRPC4,ITPR3,0.0,True,True,True,0.87
TRPC4,ITPR1,0.0,True,True,True,0.86
TRPC4,TRPC1,1.0,True,True,True,0.88
SIN3B,SAP30,0.0,True,False,True,0.95
SIN3B,RBBP7,0.0,True,False,True,0.87
DDX58,TBK1,1.0,True,True,True,0.63
DDX58,IRF3,1.0,True,True,True,0.82
DDX58,PRKRA,0.0,True,True,False,0.86
DDX58,MAVS,1.0,True,True,True,0.89
LY86,CD180,0.0,True,False,True,0.94
SCML1,PHC1,0.0,True,False,True,0.87
RPP40,RPP14,0.0,True,True,True,0.87
RPP40,RPP30,0.0,True,True,True,0.84
RPP40,POP7,0.0,True,True,True,0.86
RFC3,RFC1,0.0,True,True,True,0.99
RFC3,RFC4,0.0,True,True,True,0.99
RFC3,PCNA,0.0,True,True,True,0.96
RFC3,RFC5,0.0,True,True,True,0.96
RBBP7,CHD4,0.0,True,True,True,0.89
RBBP7,CHD3,0.0,True,True,True,0.89
RBBP7,MTF2,0.0,True,True,False,0.87
RBBP7,SIN3B,0.0,True,False,True,0.87
RBBP7,BRCA1,0.0,True,True,True,0.9
RBBP7,BRMS1,0.0,True,False,True,0.88
RBBP7,SAP30,0.0,True,True,True,0.9
RBBP7,EED,0.0,True,True,True,0.87
RBBP7,DNMT1,-1.0,True,True,True,0.63
RBBP7,EZH2,0.0,True,True,True,0.87
RBBP7,AEBP2,0.0,True,True,True,0.87
ECI2,ECH1,0.0,True,True,False,0.87
BRCA2,POLH,1.0,True,True,True,0.78
BRCA2,BRCA1,0.0,True,True,True,0.9
BRCA2,SMAD3,1.0,True,True,True,0.79
BRCA2,DMC1,0.0,True,True,False,0.9
IFNW1,IFNAR2,1.0,False,True,True,0.992
CHD3,CBX3,0.0,True,True,True,0.89
CHD3,CBX1,0.0,True,True,False,0.86
PTPRA,SRC,1.0,True,True,True,0.9
PTPRA,KCNA2,0.0,True,False,True,0.88
VPS16,VPS41,0.0,True,True,True,0.94
VPS16,VPS18,0.0,True,True,True,0.99
VPS16,VPS8,0.0,True,False,True,0.88
ASB9,CUL5,0.0,True,False,True,0.9
HAUS6,HAUS7,0.0,True,False,True,0.87
RRAGA,RRAGD,0.0,True,True,True,0.89
BTF3,ESR1,0.0,True,False,True,0.88
GPS2,TBL1X,0.0,True,True,True,0.9
TAF9,TAF5,0.0,True,True,True,0.94
IDH3B,IDH3A,0.0,True,True,True,1.0
FOXC1,PBX1,0.0,True,True,False,0.88
HUS1B,RAD1,0.0,True,True,True,0.89
HUS1B,RAD9A,0.0,True,True,True,0.88
PAN3,PABPC1,1.0,True,True,True,0.997
IGFBP3,EGFR,1.0,False,True,True,0.971
CCM2,KRIT1,0.0,True,False,True,0.9
AIPL1,NUB1,0.0,True,False,True,0.89
SDC1,FGF2,0.0,True,True,True,0.88
SDC1,HGF,1.0,True,True,True,0.75
NOP56,NOP58,0.0,True,True,True,0.96
NOP56,LYAR,0.0,True,False,True,0.87
NOP56,DDX21,0.0,True,False,True,0.87
NOP56,LARP7,0.0,True,True,True,0.87
NOP56,DDX27,0.0,True,False,True,0.88
NOP56,BOP1,0.0,True,False,True,0.88
NOP56,WDR36,0.0,True,True,False,0.95
NOP56,NOP2,0.0,True,True,False,0.96
EXOC1,EXOC2,0.0,True,True,True,0.9
EXOC1,EXOC8,0.0,True,True,True,0.87
EXOC1,EXOC5,0.0,True,True,True,0.87
EXOC1,EXOC3,0.0,True,True,True,0.89
EXOC1,EXOC7,0.0,True,True,True,0.87
EXOC1,EXOC6,0.0,True,True,True,0.87
EXOC1,IQCB1,0.0,True,True,True,0.87
ITSN1,CDC42,1.0,True,False,False,0.9
DDX1,RTCB,0.0,True,True,True,0.89
CCP110,CETN2,1.0,False,True,True,0.801
TEC,LYN,0.0,True,True,False,0.85
E2F6,YAF2,0.0,True,False,True,0.87
E2F6,BMI1,0.0,True,False,True,0.88
E2F6,WDR5,0.0,True,False,True,0.87
CDK8,MED4,0.0,True,True,True,0.89
CDK8,SMAD3,-1.0,True,True,True,0.52
CDK8,KAT2A,0.0,True,True,True,0.91
CDK8,MED18,0.0,True,False,True,0.89
CDK8,MED27,0.0,True,True,True,0.89
CDK8,MED11,0.0,True,False,True,0.89
JAK2,LEPR,1.0,False,True,True,0.75
JAK2,LCK,1.0,False,True,True,1.0
JAK2,TEC,1.0,True,True,False,0.87
JAK2,IGF1R,-1.0,True,True,True,0.76
JAK2,EZH2,-1.0,True,True,True,0.52
JAK2,STAT6,1.0,False,True,True,1.0
JAK2,JAK1,1.0,True,True,True,0.77
JAK2,EPOR,1.0,True,True,True,0.96
JAK2,IRS1,1.0,True,True,True,0.95
JAK2,CBL,1.0,True,True,True,0.71
JAK2,CCR2,1.0,False,True,False,0.55
JAK2,IRS2,1.0,False,True,False,0.52
JAK2,GRB2,1.0,True,True,True,0.9
JAK2,FYN,0.0,True,True,True,0.88
JAK2,TYK2,1.0,False,True,True,0.63
JAK2,NFKB1,1.0,False,True,True,1.0
JAK2,SHC1,1.0,True,True,True,0.92
JAK2,BCAR1,1.0,False,True,True,1.0
JAK2,GHR,1.0,True,True,False,0.88
JAK2,BTK,1.0,False,True,True,1.0
RHOH,ZAP70,1.0,True,True,True,0.63
YWHAQ,YWHAG,1.0,True,True,True,0.977
YWHAQ,YWHAE,1.0,True,True,True,0.981
YWHAQ,CDKN1B,-1.0,True,True,True,0.968
YWHAQ,YWHAB,1.0,True,True,True,0.971
YWHAQ,FOXO3,-1.0,True,True,True,0.982
YWHAQ,BAD,-1.0,True,True,False,0.987
YWHAQ,YWHAH,1.0,True,True,True,0.976
YWHAQ,SFN,1.0,True,True,False,0.972
YWHAQ,YWHAZ,1.0,True,True,True,0.971
RFC1,RFC5,0.0,True,True,True,0.98
